family,pH,dH,temp
Pleco,6.185205234159518,4.934605205823464,81.5790406159227
Pleco,6.311434397616617,5.477036005406937,77.3701935000129
Rainbow,6.703877126488818,9.239985836628986,78.14265100395642
Cyprinid,6.578005851780268,7.309291825888901,70.96075027750493
Cyprinid,6.670649520882684,8.859272479299577,69.2214010422822
Loach,5.606518740859817,11.067095448781265,75.14533858715352
Rainbow,7.118392909090532,5.027580577565333,83.8340320511952
Poeciliid,7.37428962673704,16.913215994039593,76.60496217780855
Pleco,6.287172600161311,8.216176139068647,80.07274110908405
Loach,5.359200582343806,9.610019006432408,83.19639182968078
Cyprinid,7.424267959246482,11.19050404603612,74.42555160963549
Rainbow,6.686878601927722,10.6886090227451,83.47078488847342
Rainbow,7.083508123165062,7.282600469774481,79.39249454378313
Poeciliid,7.640972028657087,10.37082650361048,74.87652326065003
Cyprinid,6.438902937189548,8.988439315137358,70.4526641701833
Cyprinid,7.349007746017166,4.380687657452945,77.50321194567219
Cyprinid,7.252238466387123,17.30417959351002,76.38330702771049
Loach,6.017566709803665,6.773589593838017,80.09825567234728
Poeciliid,7.425086094735702,14.203176735916838,76.05193340892896
Rainbow,7.027052331374466,5.265386525174704,77.3295017215496
Poeciliid,7.873606818414294,15.020042770676874,76.6201232884052
Pleco,6.965449045600899,12.926399826198343,81.38206585567224
Rainbow,7.191209333985063,10.632228594271236,78.19563348218163
Poeciliid,7.15703708760532,13.683896652812074,76.5615807902342
Loach,6.823469945355688,11.414823915861795,85.5086205144903
Pleco,6.626803607539324,18.457491577748016,75.61034458024155
Poeciliid,7.282602744944842,8.874407361256917,78.01876929695378
Pleco,6.864021402654836,12.320772475677035,78.83667336643815
Rainbow,7.07510267455077,7.761444285998253,82.47773836473708
Pleco,6.344345532156233,10.64667823541524,78.66410305575147
Cyprinid,7.29930917404495,10.656565865765666,74.61243860891454
Poeciliid,7.895593034579451,19.6429594267068,76.54095275885433
Pleco,6.153294850832102,16.6011386151159,78.15830984903332
Loach,6.648735149694545,6.658675540511179,82.44260451668713
Cyprinid,7.184379097624395,11.88142255003403,67.11697134427932
Pleco,6.485519912190068,3.4833344687138146,78.20695857349503
Pleco,7.108293359399,7.967391495777842,75.21297253571439
Rainbow,7.485292932526954,12.708856746761192,82.13904948567102
Pleco,6.103171864136823,12.187155211630069,80.57786440109776
Poeciliid,7.710156133071812,19.67542042156944,73.99462125946734
Pleco,6.70118907026852,6.084209319223344,80.00656802709953
Pleco,6.633671590030578,12.613668281846577,81.81932612217531
Pleco,7.247102942675786,9.583261191087548,81.12396302965767
Loach,6.532452167899705,8.9419996447693,75.23853911298046
Rainbow,6.78612637613279,14.93029489787708,83.23689830651946
Cyprinid,7.140497206551561,11.77746514072784,78.10959161243272
Cyprinid,6.4877120469664105,13.874878444312383,74.49269322780998
Cyprinid,6.742383042454237,10.449535706512902,69.89694714198484
Loach,5.6397898252191,11.724969837575944,81.73546125059272
Poeciliid,7.717088479725161,10.133721803961077,75.9299612566534
Poeciliid,7.762522395135632,18.488682380521784,75.41688923103337
Loach,7.240176427859339,6.485715336991452,76.83400184569085
Pleco,7.179765383753932,6.3281236154757,79.24287206192086
Loach,5.793719991564698,8.291611649054992,78.77764579490317
Rainbow,7.120250302746718,4.660823786981363,78.97002270085898
Loach,6.051061831489936,7.455699893784383,77.32862122109866
Rainbow,6.709263846976934,9.062425563989194,79.34771580151256
Loach,5.443384991301347,8.93286757404966,81.12201957688791
Poeciliid,7.201645151665812,8.236865736813176,79.32734114076808
Poeciliid,7.590799604809796,13.307741095840132,76.18151654891145
Poeciliid,7.461154580197544,15.274840861593647,79.28889276841925
Cyprinid,6.738845248586618,5.247543182077017,77.27722169447198
Pleco,6.501049217470303,11.63254057829168,75.63453637657334
Poeciliid,7.885550683240366,19.51857254581626,74.15253903154006
Cyprinid,6.394637653766468,16.49411225281739,66.92463136214266
Loach,5.4607372483111405,7.339736946014602,83.81944795273745
Rainbow,7.144339129696419,5.5153954998758135,77.83905372495298
Poeciliid,7.605963815980951,19.766000749802476,73.7260487132604
Cyprinid,6.638588214379421,7.464608795432607,77.94172386879546
Loach,7.035330965757517,10.066578251083476,76.73231282899724
Pleco,6.621977933366757,4.026264934438258,78.06492056889694
Cyprinid,7.416607577930142,7.334418912459751,73.80858801564808
Cyprinid,7.348480381739751,9.29220313902506,70.05487598723042
Cyprinid,7.098598245827184,8.033721435463228,72.41576021814765
Pleco,7.297842195180896,3.198244892334207,75.57233739553958
Cyprinid,6.379613722870297,5.049588064063126,69.07140967371672
Cyprinid,7.193093182762439,6.5642354575071575,80.07068415630488
Rainbow,6.575334813797184,14.127132544283745,77.33364760536126
Cyprinid,7.0526038412877385,17.581242805395057,75.15972183089293
Loach,6.241419856549297,11.928448718376988,74.48588960235371
Poeciliid,7.626996319381561,15.508768426504854,77.77808460921506
Cyprinid,6.868926663909673,6.314402554124774,70.13573755171605
Poeciliid,7.958700049785975,11.044905056905415,71.87379329480383
Cyprinid,6.633705726493765,17.994430392867326,69.56685199105348
Loach,5.305338361325228,10.907617492603263,81.36936266132663
Loach,5.637328988679599,11.24292454338333,78.55762945312203
Poeciliid,7.653765394875542,16.12551511574757,76.24564173561959
Cyprinid,6.3993647248699785,9.727983786663383,70.9674172253899
Cyprinid,6.960013838352747,11.761162164959083,69.17281585092203
Rainbow,7.036459933180854,11.096767952259556,78.32318911667133
Loach,6.001706030711665,9.702652024046255,80.00102188083227
Rainbow,6.810280653543142,12.205120739529772,80.45541687230894
Loach,6.6533459525552825,9.993994093104131,77.7872016590606
Poeciliid,7.658327530535554,11.136589144757114,72.36486353624412
Cyprinid,7.449427973972736,13.68642458237443,77.23053602594072
Rainbow,6.9870458082737645,6.568163478538877,82.37429538911596
Loach,6.541838436238771,6.110786929879219,83.22729041862823
Pleco,6.72715165912872,12.2487595919664,77.32423117871028
Pleco,6.852221763555576,14.83583884020664,76.18589194803349
Cyprinid,7.424101992382028,7.214055788433718,76.15628908105191
Loach,7.111889402478323,7.891341860150644,84.83452308297868
Cyprinid,6.306742697944558,8.361728568504851,73.30254699419412
Loach,6.1380943577380345,9.03640601573018,78.187479207724
Pleco,7.178740147615822,13.868707283450805,79.43389456252586
Rainbow,6.813731589110528,13.18291604922829,82.37734711087492
Rainbow,6.637396450884737,8.627504915910317,80.0068119266079
Rainbow,6.817283334457517,12.694742277406569,83.64695200124808
Cyprinid,7.294590803338898,9.460147587179074,67.53227509003212
Rainbow,7.079529717409569,11.90191641490722,81.67356799189292
Cyprinid,6.523676866846457,17.271633641441984,71.70415527535914
Loach,5.576883380964162,5.30092552500689,74.0013024977599
Pleco,7.269160476583777,11.612872177561703,76.87284170660422
Cyprinid,6.500685519728952,7.733441633396612,72.81537632754711
Pleco,7.008121606894911,16.041669046540417,77.34063530710537
Loach,5.634152652625347,8.726718595588899,79.74190906232887
Cyprinid,7.18159338868232,6.079100322131614,75.04295563224254
Rainbow,6.933848903598262,5.684475899590331,81.62636698437989
Cyprinid,7.030258848039946,8.423128384902382,69.96605739281621
Pleco,6.9671436198952605,5.977794204477768,81.555462322166
Rainbow,6.500967813283157,11.142581735719508,80.3896830459026
Loach,5.463377895114519,7.255208391732735,75.11264829741692
Pleco,6.847794070342896,9.524898567403548,81.5136898460169
Rainbow,7.434466954246655,4.668746573004911,79.71340961726683
Rainbow,6.469655598567323,11.867793489471412,80.7778977567255
Cyprinid,7.1630691052167,13.10280120915437,71.5304957474832
Pleco,7.192032333437819,16.058772947067894,75.80743978256177
Rainbow,7.169370014436244,8.595182807940935,82.36405041157212
Poeciliid,7.975012715759711,11.60027922902112,73.34612784558037
Poeciliid,7.557694013089552,8.451789667691397,73.96594952064368
Poeciliid,7.50033957608901,10.077519134937356,72.58845362312928
Poeciliid,7.550161572452021,14.231255913543317,73.4259226123781
Poeciliid,7.978512715466641,8.656739516554227,71.4809415538506
Pleco,6.073159672945329,15.687219271064068,74.99460350337309
Pleco,7.311301802249234,7.202338950038834,78.87447706995822
Poeciliid,7.453609549509824,19.68618932364631,72.9796806726915
Rainbow,6.640004541578779,13.26931418922383,77.85400644015996
Loach,6.551218383127197,9.366928496417426,81.15193514046942
Cyprinid,7.335165714322974,10.085239509709927,73.10557573590023
Loach,6.247241834902707,9.200507201101845,80.19321951793859
Pleco,6.246551699494495,15.66140376335114,80.93669330401069
Poeciliid,7.758292174123722,15.759311680260868,72.08055542165178
Cyprinid,7.158580500606293,5.686836821795756,69.93107794368726
Cyprinid,6.892272808032665,15.17124096074059,73.4630736121675
Rainbow,6.608810954099949,12.426254596416191,81.24716694844562
Cyprinid,7.307611134841416,6.76468908574144,76.70309805692582
Cyprinid,6.794556214478021,13.269888349552703,68.85226338827734
Cyprinid,7.384570345153923,6.9594782883494535,69.08177057805366
Poeciliid,7.822255322096995,15.316949063230709,77.69676025061146
Poeciliid,7.676072012904548,10.155852485814586,76.21110410639193
Rainbow,7.136909379758203,11.85118254824424,81.41027607986987
Loach,5.375897549055013,6.084411487118553,81.06543161311885
Poeciliid,7.777097570982727,19.381764379143064,74.39526626651171
Loach,5.255015515835854,9.122549103038123,76.71329954243882
Loach,5.514304808908131,6.689712356695566,83.08807759230187
Loach,5.844999469059078,8.10647447873701,80.1180693504752
Poeciliid,7.443085825447151,11.260920630224328,78.97614971297486
Loach,7.07501508594336,10.047951777563627,77.84091705216368
Cyprinid,7.451873731109422,6.17858356048272,68.16961213069774
Cyprinid,6.740804165042871,15.540291512338596,74.17700612820279
Loach,5.332198304399782,8.507264321648984,81.49974195533336
Poeciliid,7.799341666222391,15.66557470071401,77.39788508951528
Cyprinid,7.526132339642284,11.12643242870756,69.0751129581175
Pleco,6.191521472146848,19.80844378295597,80.1367123101552
Loach,5.614447971879288,5.94404971864763,84.87795107667675
Cyprinid,7.403868796012472,5.926388016236305,77.289163295336
Cyprinid,6.766944105604806,4.568600354545158,69.68449100460865
Cyprinid,7.481930694215628,13.941810958193038,68.73410403298418
Rainbow,7.030102483029055,10.842673052972629,81.72669373342606
Cyprinid,6.982481163558893,7.719674013184891,80.4191440278853
Cyprinid,6.3041476893883965,4.366823484746399,76.38643070027615
Loach,6.132679573378563,11.721362015299498,82.90260234071489
Pleco,7.342695205118851,6.158629263648813,76.2472243660835
Rainbow,7.112252622305467,15.580094960622924,81.62068344659869
Poeciliid,7.471001303122669,13.711787237929824,79.72640226465127
Loach,5.898164598044868,8.433659737320708,76.50985532000767
Pleco,7.145997179825074,7.951579789854932,75.68477388736937
Cyprinid,7.056585085047508,16.29430473488874,74.17500584795239
Loach,5.267796068804085,10.740337838934224,83.7432979350863
Cyprinid,6.895763204975346,13.07644800614013,69.89569878751759
Pleco,6.289658802300048,5.693848594522002,77.25491556364877
Cyprinid,7.398911836479145,10.212849576285944,76.7569764192245
Rainbow,6.623135713683482,13.081642820868378,83.9625068327837
Cyprinid,6.898765187533688,12.0796770924709,71.74821842979277
Pleco,6.045257605266601,19.32627136753819,79.92030261730226
Loach,6.911035096169428,9.182318777276636,73.85676210656072
Cyprinid,7.4195036946890704,17.7007773737712,79.86082987422868
Pleco,6.533241249602693,3.711570092375773,80.28208501732767
Pleco,6.023392731552766,17.425118520412134,79.94357389830923
Cyprinid,7.474026359700641,11.10377282854772,70.37711936164293
Rainbow,6.853886864821259,7.635283050517549,78.3563385206818
Rainbow,7.311045620935275,6.634701874211094,81.63223436823046
Cyprinid,6.574436640004922,14.416391897045123,67.67126543408432
Loach,5.64096110473513,7.074909136694735,75.96614530463563
Rainbow,6.620690345431739,7.650981816324656,77.07853804862586
Poeciliid,7.75615677552247,15.43090342682722,73.6811866744437
Rainbow,7.147907337949574,6.082229957293496,77.58161116339886
Rainbow,6.675245629652649,6.286657631543101,76.76178028112741
Poeciliid,7.558613398596028,7.631068494451404,74.24607429413643
Pleco,6.420009419141096,14.299448965187796,82.72634152954396
Poeciliid,7.923463243192737,19.38248234809157,77.08360576233429
Poeciliid,7.619549542921447,10.554881153044796,76.39587183407801
Poeciliid,7.344136877655467,10.067070216284955,73.87060516897012
Poeciliid,7.949185837760565,17.162823394819082,73.97605109677875
Pleco,6.27699779634101,15.342299049919625,80.75883475051872
Pleco,6.362900977094699,13.820125878560956,75.46835292099705
Loach,6.82715666617486,11.470687265143692,74.93224767368827
Pleco,6.327808026597659,15.21762350619398,80.295755922429
Cyprinid,6.372382967983742,11.173489180455222,79.65009233630272
Loach,6.449242590936155,10.854885644511706,74.97824972779168
Pleco,6.086556490030812,16.08320067629353,76.03577199702376
Rainbow,6.506394594218129,13.660698893901564,77.41112769346802
Rainbow,7.400131316506743,4.715664216313249,79.90490779444218
Cyprinid,6.3933248315751525,17.084430210620777,68.30154355131343
Rainbow,7.229818948636037,12.516391466412063,82.34918801261593
Cyprinid,6.947271164897564,13.854869344804024,72.90639000119808
Loach,5.726828640687804,8.154374369227497,77.82821162611418
Loach,5.939779178713712,9.265047407500187,82.63229328347221
Cyprinid,6.35239798440742,10.176517128196664,80.27066846300492
Pleco,6.819543159609262,13.754321431905725,74.9108243621048
Poeciliid,7.906016844960519,15.163754867609466,72.02618564827041
Loach,7.076750901781244,9.522815974543963,82.00029875895899
Loach,6.893194225316752,6.044756926426864,76.16520477467846
Poeciliid,7.317232304898552,15.21492756485279,74.81612857411446
Cyprinid,7.028879728142353,7.780513183853769,78.1781078159151
Cyprinid,6.2915280558008,13.674405037790216,75.4271113433479
Cyprinid,7.142532207071555,6.023895150763538,76.31030411037135
Poeciliid,7.355487241497423,16.51489440592527,72.0554072266159
Rainbow,7.0206506602534215,9.079690065143335,79.64521746687656
Poeciliid,7.110783581944561,15.768884130766818,72.96378455652486
Pleco,7.339166543353777,15.480191154935998,79.77257735402303
Loach,6.612738629894538,8.799402298145457,78.01865194327367
Loach,6.656378788390319,9.990175957653404,75.33764884053639
Rainbow,6.781530476946306,11.03539540296607,78.65909638118183
Poeciliid,7.616610610412362,8.103005066810228,73.6546914511007
Poeciliid,7.880989927303674,13.02086964174039,72.89275571704708
Rainbow,7.051627758422159,8.10845397294759,79.26181080046602
Cyprinid,7.178619580944952,11.757250882394436,71.17135375866236
Poeciliid,7.967878986101132,12.916923313187027,73.03335917697753
Poeciliid,7.633037409653525,17.819226151996634,72.064642464289
Rainbow,7.387561943469686,13.617144317047886,80.36620057014343
Cyprinid,6.761673109816384,12.66602407296348,76.97232640405356
Loach,6.279363626782761,10.299228671005572,80.59889198806113
Cyprinid,7.318366096119992,3.9494643978143102,69.50052394211279
Loach,5.47356458236206,6.718222962958135,74.16753199318168
Rainbow,7.005201572194601,7.643925813070008,76.64198762391935
Rainbow,6.629198669596628,8.457270740621203,80.29728873850621
Rainbow,6.455355100669675,8.689221847920123,80.25517222702679
Poeciliid,7.893384579111856,7.912618225615365,72.28216893400925
Cyprinid,7.23313135687213,15.857176660745935,73.19895352474099
Loach,6.710900272585067,6.314517093256976,77.12841289828339
Poeciliid,7.883294686584301,9.123171463448545,72.89144014668247
Rainbow,6.538064754822459,14.893453248680402,82.79743208420375
Poeciliid,7.590672460240107,12.19507807770856,77.09713880168174
Rainbow,6.428723562074609,8.063258264152246,77.2539824472185
Loach,7.198734552947196,7.66595510460102,76.19256339125872
Loach,7.148172141922828,9.538467026180276,77.26280289598412
Loach,6.961370418394287,7.27392040303035,83.35804767667335
Cyprinid,6.3168724505943645,18.180625805940537,69.62141915991
Cyprinid,6.987508648388255,12.778463107596334,78.85676750325752
Poeciliid,7.389268461733595,9.430427587983344,79.4588863208544
Loach,6.303722232308486,5.607086504147178,78.85959485706911
Pleco,6.710183484693153,10.193685483321186,80.98947894979871
Cyprinid,6.8393947483160416,18.28446113663549,77.70268123720136
Pleco,6.8256047888628215,18.436799690365117,80.4301421517862
Pleco,6.718311372833603,6.435734786026995,80.90122524850882
Rainbow,6.5451775875177525,12.390905632159278,76.98540685002179
Loach,5.490315991806057,8.069267082501959,75.69572108594032
Rainbow,6.9667544835198285,8.39125078952155,81.32467125546435
Rainbow,6.665115942889745,11.087990150698854,80.96661501247166
Loach,7.188936706987061,9.688746037177015,79.67448336616013
Cyprinid,6.978068110741845,6.915312838628747,77.16664096568996
Poeciliid,7.32134417156328,9.341440114940749,75.23263567272856
Poeciliid,7.872364601446196,10.691726682100237,72.63714814391444
Cyprinid,6.473965333137606,6.273012030026999,79.34135987173771
Rainbow,7.200746193142693,15.022353545493988,78.21811524304992
Loach,5.842868718640164,11.0154429048848,81.92595367412065
Pleco,6.971036438804429,5.924833844284004,75.05616259443518
Poeciliid,7.493659183357321,8.623577283476004,73.31202898484541
Rainbow,7.296459997643978,12.456387920937988,80.2403076068648
Cyprinid,6.48417397728156,5.410397844536339,73.61662661039634
Rainbow,6.434204849989117,12.053466310919584,76.98034956683966
Cyprinid,7.37732662627401,4.764763590973696,80.46280026124576
Pleco,6.41531782119372,7.578107679854521,75.71748411221884
Poeciliid,7.385273652572443,15.597930522244248,71.52708408610982
Rainbow,7.490384398980226,7.674599537331968,82.62625029630276
Poeciliid,7.180972445509421,17.64167220606537,74.71413678036075
Cyprinid,6.292428864214325,3.9206205970092975,78.82055294016024
Cyprinid,7.101419609191786,5.811379464391456,69.31888976517575
Loach,5.857704047593149,9.937980929350632,74.79995259040632
Poeciliid,7.365552932889611,11.310432633067936,73.19570588188598
Pleco,6.670776192146991,12.3327093067713,75.60677700321742
Pleco,6.327194946431803,16.65253323880487,77.56200660932588
Poeciliid,7.905987353281533,11.946032799549984,73.99504905402942
Rainbow,7.088499687496075,7.111382993708025,81.96528114784526
Poeciliid,7.470356827527357,7.228363513877338,76.63344429826803
Cyprinid,6.3150366573157575,12.855248207568254,80.50999176648605
Loach,5.567416564224535,6.927477019586039,75.50813399128347
Cyprinid,6.732645193277967,12.454080721551891,78.26724284290515
Poeciliid,7.632917314205873,8.801361088366654,77.83412560153872
Poeciliid,7.789960048514629,12.828974167764027,78.00149063715145
Rainbow,7.453693557772787,12.968829799250608,83.01472996480317
Cyprinid,7.3254196105089555,16.544925566841982,68.7370299397378
Pleco,6.84377480219335,18.9209465252342,77.35692433134263
Poeciliid,7.968441242941861,12.329678654230856,71.93023879230721
Loach,6.967084599991457,9.084329937510567,75.49394898971669
Pleco,6.6531072397994375,8.972735868562872,80.54624098977436
Loach,5.270075317839557,10.724385639613018,84.56914957787222
Loach,6.198211751814149,11.822173961186074,83.8617023210128
Loach,5.264814206262585,11.122346957438584,75.83439460480734
Pleco,7.34798386310087,5.596467735358638,81.04334355314087
Pleco,6.292560437003916,14.429723233132336,77.9587012308597
Loach,6.434645104063314,7.899423029349535,82.02504895647706
Pleco,6.043211586111218,18.916870480366377,78.80850907991648
Loach,5.316754766979861,11.557573818932866,73.75221082941323
Pleco,7.361835036678143,14.97194559295552,81.50887352877989
Poeciliid,7.333039576942324,12.734930367709058,79.70066026459673
Cyprinid,6.319271082735025,4.690277722719904,67.43777662906732
Rainbow,7.108526207012962,11.199353994175382,79.16384733564304
Rainbow,7.003480255587669,15.281023226489111,79.95392466597474
Cyprinid,7.524010275234898,9.65139497065223,70.81207398337668
Cyprinid,7.41559364438222,14.228204569110716,73.15253343989465
Rainbow,6.799112581846816,11.769090504634429,77.48225278290836
Rainbow,7.244467391295656,10.106146675296303,81.73594187458394
Pleco,6.386476444913075,13.430265923300873,78.07627798161961
Poeciliid,7.657402281146881,14.610313135257991,77.24696042302244
Pleco,6.273374355227241,8.971753839415861,81.54464295047671
Cyprinid,6.889171635512855,7.074107091446335,70.904805166504
Cyprinid,7.078548038805876,16.870124886691418,77.16537013993242
Pleco,7.149356672270906,3.862837113840504,80.80741135634062
Loach,7.095437897967981,6.104882737562729,84.41036508826309
Poeciliid,7.621755798293916,10.002834869601203,78.37627605468028
Pleco,6.37031215944669,18.84098492741156,78.20898721830233
Loach,6.651910655077997,5.705169963864619,74.67249840323822
Pleco,7.121814710379061,7.149772606015858,79.72606890265776
Cyprinid,6.875298633105748,15.04101816451606,78.17132237018146
Pleco,6.37586708721332,5.817859205449403,77.97565274586836
Pleco,6.244082420048256,9.00356136730888,79.96369743598515
Pleco,7.112505172385857,13.53204154707,81.2294583676711
Poeciliid,7.698378676459241,12.285476995714337,78.70611902203616
Pleco,6.614144732161963,5.970064639720038,79.54094908213811
Poeciliid,7.378078548935863,16.225534175714834,74.50422902086213
Poeciliid,7.422341913371324,17.603074404811828,76.07778615430934
Rainbow,6.948942404126911,15.827143092541956,77.68713537346899
Loach,5.974031153143244,5.162036374555669,84.0554198000163
Rainbow,6.854935199363282,5.814852314821087,76.57330823599244
Poeciliid,7.980976422742898,12.015824246230256,74.55195989019408
Loach,5.380644356066267,8.386056965135007,77.53750944234213
Rainbow,7.0097663357812685,9.579293533757175,81.26486907416299
Rainbow,7.319768910866509,9.833908465229484,80.81952662933499
Poeciliid,7.664728958047632,12.75570666761146,76.83067372287056
Cyprinid,6.533361526594218,11.009327993947212,70.14420293703762
Cyprinid,7.058524745578741,5.228864523183573,67.86264772325814
Loach,5.93929642363346,10.492010583382438,84.1092314950867
Loach,6.607586113643407,8.212112204328792,74.43529452632058
Poeciliid,7.773223910928692,18.18348515352804,80.420234949934
Poeciliid,7.729552598634273,19.04337976281465,78.10840102344835
Loach,7.112971068827141,8.363012986444286,73.86348622436631
Poeciliid,7.207095535526474,17.493663488392734,78.74454797321424
Rainbow,7.409805270580057,11.999158231392936,76.78675393810963
Cyprinid,7.308827432493575,4.667538800859896,75.38816904405937
Rainbow,7.335644420105543,9.12519380458484,80.26771313942147
Pleco,6.388610996641212,8.439413425747563,81.80398671939737
Poeciliid,7.475293044980563,10.579554465280433,74.64878582972949
Loach,6.59541551174625,7.310376195871322,82.15851318759346
Rainbow,7.395203701535862,11.469758024485806,80.03862424274874
Cyprinid,7.283038703671304,15.65841233858047,69.21296006181223
Pleco,6.3376540944797615,18.198008912654377,81.9964602854471
Loach,5.388713661815358,11.57727900643638,81.95640734396896
Cyprinid,6.768878918779266,9.593569860692655,76.04571845697258
Cyprinid,6.324440955564746,15.592850230222542,79.90141704813026
Poeciliid,7.693724414723425,9.237552265438737,71.43542561739416
Poeciliid,7.916314785542836,19.692929219766643,72.40865119960871
Pleco,6.948917579695991,15.045807544287076,82.08986061965248
Pleco,7.231698046160234,2.867396629812277,81.92592305582446
Poeciliid,7.331564603627788,12.649196323261028,77.20725697972398
Rainbow,7.208591704344807,12.73003138225484,76.58200435294438
Rainbow,6.703555217920656,12.345813657447842,77.92682178858324
Cyprinid,6.950567344961324,17.919394844063856,77.73360719557493
Pleco,6.0328681483974975,9.1417202934419,81.68992097457607
Rainbow,6.938976683078708,7.038058183688547,77.63040079187572
Pleco,6.690444116937931,12.94334967627154,82.32220664847891
Loach,7.193845364551158,6.170919759772178,80.13362423589699
Poeciliid,7.823164871632509,19.27115581875756,79.91659881510832
Cyprinid,7.23955738783139,11.88701963452088,70.74210854875923
Pleco,6.984466888966905,17.837424142982368,77.99919707006718
Pleco,6.169298766698941,18.39603340380421,79.16773661365058
Poeciliid,7.979520504208613,15.49448036205682,80.32689029632098
Loach,6.911541375817864,11.959854676833976,79.17521073354182
Poeciliid,7.167884967197642,8.35465265482823,73.67734668448031
Poeciliid,7.879595185042708,13.6771762714237,75.01639304665477
Cyprinid,6.381168018579575,15.64793725656892,72.57813685287563
Poeciliid,7.342514501641436,16.06701226270033,72.68253682313794
Rainbow,6.498445642207988,15.222768037705736,80.71176380304325
Loach,6.579830474784124,9.583690025633558,73.87974996568886
Poeciliid,7.839736245064808,13.967832388256724,79.74549920558283
Poeciliid,7.823955048062247,19.342452169739197,78.81428444974938
Cyprinid,6.346202960286036,5.221044005816687,71.54780251921773
Cyprinid,7.476412220412573,7.981957123906815,67.90027270891643
Cyprinid,7.217473161130144,4.832618709113168,77.432888777824
Loach,5.579292877434464,8.716604687343983,74.10642697493331
Poeciliid,7.185176607658056,17.314627331783292,75.52395614457265
Cyprinid,6.349526244300443,8.643688998431257,75.79175507396427
Cyprinid,6.325514771100103,12.231478680027925,76.66530282290384
Rainbow,6.463231683405176,11.276932798850806,82.38035243064893
Poeciliid,7.167365493644236,10.434404103843672,75.36365144767508
Pleco,7.095192975392132,3.1664763908554465,80.65864073182402
Pleco,6.30161706375795,9.62806854046231,81.50333884702806
Loach,7.03542520830286,10.799778043005478,83.55798620373714
Poeciliid,7.135745995195799,13.75722842933307,80.52642937010788
Pleco,7.177467004042852,8.281224331659653,75.49103551271948
Rainbow,6.432996146639864,7.721958163217794,82.75036302131153
Loach,7.202362804903825,6.932413009487108,79.81900324403995
Poeciliid,7.161393930827093,10.996435489830253,71.53913589743537
Pleco,6.495006281775332,12.08564333951667,80.93082284809165
Cyprinid,6.518365299379433,6.857917162318231,70.70573137761976
Rainbow,6.495625066739954,12.533646607885863,82.49533375017849
Rainbow,6.899431454545606,7.765095984603698,83.64973278321425
Rainbow,6.625232169060698,12.599990065738108,81.18903685483309
Loach,6.127203388208746,11.589502625055683,81.35581490619558
Poeciliid,7.971726765578718,9.945943024264048,74.64064979950392
Poeciliid,7.999768937191185,13.6188078753194,80.54120233664938
Rainbow,7.437809477728896,11.41308568166253,83.63814969913952
